idx,word,pron,freq,len,phlen,nsyl,nbhomogr,nhomoph
0,a,a,11930.61,1,1,3,9,24
1,aa,aa,0.01,2,2,2,1,2
2,abaca,abaka,0.01,5,5,3,1,1
3,abaissai,abEsE,0.1,8,5,3,1,3
4,abaissait,abEsE,0.02,9,5,3,1,3
5,abaissant,abEs@,0.04,9,5,6,4,4
6,abaissante,abEs@t,0.01,10,6,3,1,1
7,abaisse,abEs,1.3,7,4,4,4,12
8,abaissement,abEs°m@,0.31,11,7,4,1,1
9,abaissent,abEs,0.05,9,4,2,1,6
10,abaisser,abese,1.09,8,5,3,1,10
11,abaissera,abEs°Ra,0.19,9,7,4,1,1
12,abaisserai,abEs°RE,0.1,10,7,4,1,4
13,abaisseraient,abEs°RE,0.01,13,7,4,1,4
14,abaisserais,abEs°RE,0.13,11,7,4,1,4
15,abaisserait,abEs°RE,0.02,11,7,4,1,4
16,abaisses,abEs,0.16,8,4,2,1,6
17,abaissez,abEse,0.53,8,5,3,1,1
18,abaissons,abEs&,0.02,9,5,3,1,1
19,abaissé,abese,0.77,7,5,6,4,20
20,abaissée,abese,0.17,8,5,3,2,10
21,abaissées,abese,0.03,9,5,6,4,20
22,abaissés,abese,0.31,8,5,6,4,20
23,abalone,abalOn,0.01,7,6,3,1,2
24,abandon,ab@d&,4.77,7,5,3,1,2
25,abandonna,ab@dona,0.59,9,7,4,1,3
26,abandonnai,ab@donE,0.27,10,7,4,1,4
27,abandonnaient,ab@donE,0.07,13,7,4,1,4
28,abandonnais,ab@donE,0.35,11,7,4,1,4
29,abandonnait,ab@donE,1.04,11,7,4,1,4
30,abandonnant,ab@don@,1.15,11,7,4,1,1
31,abandonne,ab@dOn,24.04,9,6,3,1,3
32,abandonnent,ab@dOn,2.44,11,6,3,1,3
33,abandonner,ab@done,28.37,10,7,4,1,10
34,abandonnera,ab@dOn°Ra,1.52,11,9,5,1,2
35,abandonnerai,ab@dOn°RE,2.39,12,9,5,1,4
36,abandonneraient,ab@dOn°RE,0.02,15,9,5,1,4
37,abandonnerais,ab@dOn°RE,0.93,13,9,5,1,4
38,abandonnerait,ab@dOn°RE,0.23,13,9,5,1,4
39,abandonneras,ab@dOn°Ra,0.3,12,9,5,1,2
40,abandonnerez,ab@dOn°Re,0.14,12,9,5,1,1
41,abandonneriez,ab@dOn°Rje,0.23,13,10,5,1,1
42,abandonnerions,ab@dOn°Rj&,0.01,14,10,5,1,1
43,abandonnerons,ab@dOn°R&,0.39,13,9,5,1,2
44,abandonneront,ab@dOn°R&,0.41,13,9,5,1,2
45,abandonnes,ab@dOn,4.13,10,6,3,1,3
46,abandonnez,ab@done,5.72,10,7,4,1,10
47,abandonniez,ab@donje,0.14,11,8,4,1,1
48,abandonnions,ab@donj&,0.06,12,8,4,1,1
49,abandonnons,ab@don&,1.06,11,7,4,1,1
50,abandonnèrent,ab@donER,0.16,13,8,4,1,1
51,abandonné,ab@done,26.4,9,7,8,4,20
52,abandonnée,ab@done,10.28,10,7,8,4,20
53,abandonnées,ab@done,1.71,11,7,8,4,20
54,abandonnés,ab@done,4.6,10,7,8,4,20
55,abandons,ab@d&,0.07,8,5,3,1,2
56,abasourdi,abazuRdi,0.59,9,8,8,4,12
57,abasourdie,abazuRdi,0.26,10,8,8,4,12
58,abasourdir,abazuRdiR,0.01,10,9,4,1,1
59,abasourdis,abazuRdi,0.09000000000000001,10,8,8,4,12
60,abasourdissant,abazuRdis@,0.01,14,10,5,1,2
61,abat,aba,2.28,4,3,4,4,8
62,abats,aba,2.31,5,3,4,4,8
63,abattage,abataZ,0.63,8,6,3,1,3
64,abattages,abataZ,0.02,9,6,3,1,3
65,abattaient,abatE,0.06,10,5,3,1,3
66,abattais,abatE,0.02,8,5,3,1,3
67,abattait,abatE,0.42,8,5,3,1,3
68,abattant,abat@,0.36,8,5,6,4,6
69,abattants,abat@,0.01,9,5,3,1,3
70,abatte,abat,0.58,6,4,2,1,3
71,abattement,abat°m@,0.17,10,7,4,1,2
72,abattements,abat°m@,0.01,11,7,4,1,2
73,abattent,abat,0.69,8,4,2,1,3
74,abattes,abat,0.11,7,4,2,1,3
75,abatteur,abat9R,0.14,8,6,3,1,2
76,abattez,abate,2.21,7,5,3,1,1
77,abattiez,abatje,0.06,8,6,3,1,1
78,abattirent,abatiR,0.03,10,6,3,1,1
79,abattis,abati,0.14,7,5,3,2,4
80,abattit,abati,0.34,7,5,3,1,4
81,abattoir,abatwaR,2.67,8,7,3,1,2
82,abattoirs,abatwaR,0.48,9,7,3,1,2
83,abattons,abat&,0.33,8,5,3,1,1
84,abattra,abatRa,1.51,7,6,3,1,2
85,abattrai,abatRE,0.39,8,6,3,1,4
86,abattraient,abatRE,0.03,11,6,3,1,4
87,abattrais,abatRE,0.1,9,6,3,1,4
88,abattrait,abatRE,0.63,9,6,3,1,4
89,abattras,abatRa,0.03,8,6,3,1,2
90,abattre,abatR,14.43,7,5,2,1,1
91,abattrez,abatRe,0.26,8,6,3,1,1
92,abattriez,abatRie,0.02,9,7,4,1,1
93,abattrons,abatR&,0.11,9,6,3,1,2
94,abattront,abatR&,0.34,9,6,3,1,2
95,abattu,abaty,13.48,6,5,9,9,30
96,abattue,abaty,2.37,7,5,6,4,20
97,abattues,abaty,0.48,8,5,6,4,20
98,abattus,abaty,3.2399999999999998,7,5,9,9,30
99,abbaye,abei,3.66,6,4,3,1,2
100,abbayes,abei,0.28,7,4,3,1,2
101,abbesse,abEs,0.26,7,4,2,1,6
102,abbé,abe,4.19,4,3,2,1,3
103,abbés,abe,0.02,5,3,2,1,3
104,abc,abese,0.04,3,5,3,1,10
105,abcès,apsE,1.79,5,4,2,1,1
106,abdication,abdikasj&,0.05,10,9,4,1,2
107,abdique,abdik,0.23,7,5,2,1,1
108,abdiquer,abdike,0.08,8,6,3,1,4
109,abdiquera,abdik°Ra,0.01,9,8,4,1,1
110,abdiquez,abdike,0.03,8,6,3,1,4
111,abdiqué,abdike,0.11,7,6,3,1,4
112,abdomen,abdomEn,2.76,7,7,3,1,1
113,abdominal,abdominal,0.5,9,9,4,1,3
114,abdominale,abdominal,1.3,10,9,4,1,3
115,abdominales,abdominal,0.7,11,9,4,1,3
116,abdominaux,abdomino,0.15,10,8,8,4,4
117,abdos,abdo,0.86,5,4,2,1,1
118,abducteur,abdykt9R,0.01,9,8,3,1,1
119,abduction,abdyksj&,0.05,9,8,3,1,1
120,abeille,abEj,3.53,7,4,2,1,2
121,abeilles,abEj,5.59,8,4,2,1,2
122,aber,abe,0.25,4,3,2,1,3
123,aberrant,abER@,0.58,8,5,3,2,3
124,aberrante,abER@t,0.04,9,6,3,1,2
125,aberrantes,abER@t,0.2,10,6,3,1,2
126,aberrants,abER@,0.02,9,5,3,1,3
127,aberration,abERasj&,0.89,10,8,4,1,2
128,aberrations,abERasj&,0.27,11,8,4,1,2
129,abhorrais,abORE,0.01,9,5,3,1,2
130,abhorrait,abORE,0.01,9,5,3,1,2
131,abhorrant,abOR@,0.01,9,5,3,1,1
132,abhorre,abOR,0.2,7,4,2,1,3
133,abhorrez,abORe,0.03,8,5,3,1,7
134,abhorré,abORe,0.01,7,5,3,2,7
135,abhorrée,abORe,0.01,8,5,3,2,7
136,abject,abZEkt,1.4,6,6,2,1,4
137,abjecte,abZEkt,0.69,7,6,2,1,4
138,abjectement,abZEkt°m@,0.1,11,9,4,1,1
139,abjectes,abZEkt,0.05,8,6,2,1,4
140,abjection,abZEksj&,0.37,9,8,3,1,2
141,abjections,abZEksj&,0.14,10,8,3,1,2
142,abjects,abZEkt,0.05,7,6,2,1,4
143,abjurant,abZyR@,0.14,8,6,3,1,1
144,abjure,abZyR,0.77,6,5,2,1,1
145,abjurer,abZyRe,0.22,7,6,3,1,3
146,abjurez,abZyRe,0.4,7,6,3,1,3
147,ablation,ablasj&,0.43,8,7,3,1,2
148,ablations,ablasj&,0.03,9,7,3,1,2
149,able,abl,0.68,4,3,1,1,1
150,ablettes,ablEt,0.14,8,5,2,1,2
151,ablution,ablysj&,0.01,8,7,3,1,2
152,ablutions,ablysj&,0.47,9,7,3,1,2
153,abnégation,abnegasj&,0.91,10,9,4,1,1
154,aboie,abwa,2.91,5,4,2,1,5
155,aboiement,abwam@,0.44,9,6,3,1,2
156,aboiements,abwam@,1.35,10,6,3,1,2
157,aboient,abwa,0.54,7,4,2,1,5
158,aboiera,abwaRa,0.21,7,6,3,1,1
159,aboierait,abwaRE,0.01,9,6,3,1,1
160,aboieront,abwaR&,0.01,9,6,3,1,1
161,aboies,abwa,0.42,6,4,2,1,5
162,abois,abwa,0.78,5,4,2,1,5
163,aboli,aboli,1.12,5,5,6,4,18
164,abolie,aboli,0.12,6,5,6,4,18
165,abolies,aboli,0.11,7,5,3,2,9
166,abolir,aboliR,1.08,6,6,3,1,1
167,abolira,aboliRa,0.01,7,7,4,1,2
168,aboliras,aboliRa,0.01,8,7,4,1,2
169,abolis,aboli,0.14,6,5,3,2,9
170,abolissant,abolis@,0.25,10,7,4,1,1
171,abolissons,abolis&,0.02,10,7,4,1,1
172,abolit,aboli,0.29,6,5,3,1,9
173,abolition,abolisj&,0.45,9,8,4,1,2
174,abolitionniste,abolisjonist,0.1,14,12,10,4,8
175,abolitionnistes,abolisjonist,0.1,15,12,5,2,4
176,abominable,abominabl,4.78,10,9,4,1,2
177,abominablement,abominabl°m@,0.01,14,12,6,1,1
178,abominables,abominabl,0.62,11,9,4,1,2
179,abomination,abominasj&,1.24,11,10,5,1,2
180,abominations,abominasj&,0.69,12,10,5,1,2
181,abondaient,ab&dE,0.12,10,5,3,1,4
182,abondais,ab&dE,0.01,8,5,3,1,4
183,abondait,ab&dE,0.02,8,5,3,1,4
184,abondamment,ab&dam@,0.3,11,7,4,1,1
185,abondance,ab&d@s,2.76,9,6,3,1,1
186,abondant,ab&d@,0.11,8,5,6,4,6
187,abondante,ab&d@t,0.89,9,6,3,1,2
188,abondantes,ab&d@t,0.33,10,6,3,1,2
189,abondants,ab&d@,0.05,9,5,3,1,3
190,abonde,ab&d,0.28,6,4,2,1,2
191,abondent,ab&d,0.63,8,4,2,1,2
192,abonder,ab&de,0.03,7,5,3,1,2
193,abondé,ab&de,0.01,6,5,3,1,2
194,abonnant,abOn@,0.01,8,5,3,1,1
195,abonne,abOn,0.18,6,4,2,1,1
196,abonnement,abOn°m@,3.37,10,7,4,1,2
197,abonnements,abOn°m@,1.45,11,7,4,1,2
198,abonner,abone,0.27,7,5,3,1,13
199,abonnez,abone,0.03,7,5,3,1,13
200,abonné,abone,0.8999999999999999,6,5,9,9,39
201,abonnée,abone,0.2,7,5,9,9,39
202,abonnées,abone,0.03,8,5,6,4,26
203,abonnés,abone,0.8400000000000001,7,5,9,9,39
204,abord,abOR,0.89,5,4,2,1,3
205,aborda,abORda,0.16,6,6,3,1,1
206,abordable,abORdabl,0.34,9,8,3,1,2
207,abordables,abORdabl,0.13,10,8,3,1,2
208,abordage,abORdaZ,1.17,8,7,3,1,2
209,abordages,abORdaZ,0.05,9,7,3,1,2
210,abordaient,abORdE,0.03,10,6,3,1,4
211,abordait,abORdE,0.47,8,6,3,1,4
212,abordant,abORd@,0.03,8,6,3,1,1
213,aborde,abORd,1.76,6,5,2,1,3
214,abordent,abORd,0.09,8,5,2,1,3
215,aborder,abORde,5.65,7,6,3,1,9
216,abordera,abORd°Ra,0.2,8,8,4,1,1
217,aborderai,abORd°RE,0.08,9,8,4,1,4
218,aborderais,abORd°RE,0.02,10,8,4,1,4
219,aborderait,abORd°RE,0.02,10,8,4,1,4
220,aborderiez,abORd°Rje,0.01,10,9,4,1,1
221,aborderons,abORd°R&,0.09,10,8,4,1,2
222,aborderont,abORd°R&,0.04,10,8,4,1,2
223,abordes,abORd,0.36,7,5,2,1,3
224,abordez,abORde,0.75,7,6,3,1,9
225,abordiez,abORdje,0.02,8,7,3,1,1
226,abordions,abORdj&,0.04,9,7,3,1,1
227,abordons,abORd&,0.72,8,6,3,1,1
228,abords,abOR,1.33,6,4,2,1,3
229,abordèrent,abORdER,0.01,10,7,3,1,1
230,abordé,abORde,1.3900000000000001,6,6,6,4,18
231,abordée,abORde,0.34,7,6,3,1,9
232,abordées,abORde,0.05,8,6,3,2,9
233,abordés,abORde,0.38,7,6,6,4,18
234,aborigène,aboRiZEn,0.31,9,8,8,4,8
235,aborigènes,aboRiZEn,0.46,10,8,8,4,8
236,abortif,abORtif,0.01,7,7,3,1,1
237,abortive,abORtiv,0.01,8,7,3,1,2
238,abortives,abORtiv,0.02,9,7,3,1,2
239,aboule,abul,1.43,6,4,2,1,2
240,abouler,abule,0.11,7,5,3,1,2
241,aboules,abul,0.01,7,4,2,1,2
242,aboulez,abule,0.25,7,5,3,1,2
243,about,abu,5.94,5,3,2,1,1
244,abouti,abuti,1.28,6,5,6,4,14
245,aboutie,abuti,0.08,7,5,6,4,14
246,aboutir,abutiR,1.34,7,6,3,1,2
247,aboutira,abutiRa,0.29,8,7,4,1,2
248,aboutiraient,abutiRE,0.01,12,7,4,1,4
249,aboutirait,abutiRE,0.05,10,7,4,1,4
250,aboutirons,abutiR&,0.01,10,7,4,1,2
251,aboutiront,abutiR&,0.04,10,7,4,1,2
252,aboutis,abuti,0.1,7,5,6,4,14
253,aboutissaient,abutisE,0.15,13,7,4,1,2
254,aboutissait,abutisE,0.03,11,7,4,1,2
255,aboutissants,abutis@,0.09,12,7,4,1,3
256,aboutisse,abutis,0.08,9,6,3,1,2
257,aboutissement,abutis°m@,0.5,13,9,5,1,1
258,aboutissent,abutis,0.47,11,6,3,1,2
259,aboutissez,abutise,0.02,10,7,4,1,1
260,aboutit,abuti,1.5,7,5,3,1,7
261,aboyaient,abwajE,0.05,9,6,3,1,2
262,aboyait,abwajE,0.33,7,6,3,1,2
263,aboyant,abwaj@,0.19,7,6,6,4,4
264,aboyer,abwaje,2.39,6,6,3,1,2
265,aboyeur,abwaj9R,0.08,7,7,6,4,8
266,aboyeurs,abwaj9R,0.01,8,7,3,2,4
267,aboyons,abwaj&,0.1,7,6,3,1,1
268,aboyé,abwaje,0.28,5,6,3,1,2
269,abracadabra,abRakadabRa,0.98,11,11,5,1,1
270,abracadabrant,abRakadabR@,0.03,13,11,5,1,2
271,abracadabrante,abRakadabR@t,0.13,14,12,5,1,2
272,abracadabrantes,abRakadabR@t,0.1,15,12,5,1,2
273,abracadabré,abRakadabRe,0.01,11,11,5,1,1
274,abrasif,abRazif,0.17,7,7,6,4,8
275,abrasifs,abRazif,0.04,8,7,6,4,8
276,abrasion,abRazj&,0.19,8,7,3,1,1
277,abrasive,abRaziv,0.04,8,7,3,1,1
278,abraxas,abRaksas,0.29,7,8,3,1,1
279,abreuvait,abR9vE,0.03,9,6,3,1,2
280,abreuvant,abR9v@,0.01,9,6,3,1,1
281,abreuve,abR9v,0.23,7,5,2,1,2
282,abreuvent,abR9v,0.04,9,5,2,1,2
283,abreuver,abR9ve,0.48,8,6,3,1,7
284,abreuvera,abR9v°Ra,0.11,9,8,4,1,1
285,abreuvez,abR9ve,0.03,8,6,3,1,7
286,abreuvoir,abR9vwaR,0.34,9,8,3,1,2
287,abreuvoirs,abR9vwaR,0.01,10,8,3,1,2
288,abreuvons,abR9v&,0.01,9,6,3,1,1
289,abreuvé,abR9ve,0.04,7,6,3,2,7
290,abreuvée,abR9ve,0.1,8,6,3,1,7
291,abreuvés,abR9ve,0.05,8,6,6,4,14
292,abri,abRi,22.7,4,4,2,1,2
293,abribus,abRibys,0.04,7,7,3,1,1
294,abricot,abRiko,0.58,7,6,6,4,6
295,abricotez,abRikote,0.01,9,8,4,1,1
296,abricotier,abRikotje,0.02,10,9,4,1,2
297,abricots,abRiko,0.74,8,6,3,1,3
298,abris,abRi,3.2,5,4,2,1,2
299,abrita,abRita,0.02,6,6,3,1,1
300,abritaient,abRitE,0.14,10,6,3,1,4
301,abritais,abRitE,0.01,8,6,3,1,4
302,abritait,abRitE,0.23,8,6,3,1,4
303,abritant,abRit@,0.26,8,6,6,4,4
304,abrite,abRit,2.09,6,5,2,1,3
305,abritent,abRit,0.33,8,5,2,1,3
306,abriter,abRite,2.37,7,6,3,1,9
307,abritera,abRit°Ra,0.1,8,8,4,1,1
308,abriterait,abRit°RE,0.04,10,8,4,1,1
309,abriterons,abRit°R&,0.03,10,8,4,1,2
310,abriteront,abRit°R&,0.01,10,8,4,1,2
311,abrites,abRit,0.14,7,5,2,1,3
312,abritez,abRite,1.08,7,6,3,1,9
313,abritiez,abRitje,0.01,8,7,3,1,1
314,abritions,abRitj&,0.01,9,7,3,1,1
315,abritons,abRit&,0.4,8,6,3,1,1
316,abritâmes,abRitam,0.01,9,7,3,1,1
317,abrité,abRite,0.48,6,6,6,4,18
318,abritée,abRite,0.06,7,6,6,4,18
319,abritées,abRite,0.24,8,6,3,1,9
320,abrités,abRite,0.05,7,6,6,4,18
321,abrogation,abRogasj&,0.16,10,9,4,1,1
322,abrogent,abROZ,0.23,8,5,2,1,1
323,abroger,abRoZe,0.09,7,6,3,1,6
324,abrogé,abRoZe,0.12,6,6,6,4,12
325,abrogée,abRoZe,0.28,7,6,3,1,6
326,abrogés,abRoZe,0.01,7,6,3,1,6
327,abrupt,abRypt,0.54,6,6,2,2,6
328,abrupte,abRypt,0.43,7,6,2,1,6
329,abruptement,abRypt°m@,0.07,11,9,4,1,1
330,abruptes,abRypt,0.24,8,6,2,1,6
331,abrupts,abRypt,0.14,7,6,2,2,6
332,abruti,abRyti,26.119999999999997,6,6,9,9,39
333,abrutie,abRyti,0.71,7,6,9,9,39
334,abruties,abRyti,0.08,8,6,9,9,39
335,abrutir,abRytiR,0.11,7,7,3,1,1
336,abrutis,abRyti,6.829999999999999,7,6,9,9,39
337,abrutissait,abRytisE,0.14,11,8,4,1,3
338,abrutissant,abRytis@,0.14,11,8,4,2,3
339,abrutissantes,abRytis@t,0.02,13,9,4,1,2
340,abrutissants,abRytis@,0.03,12,8,4,1,3
341,abrutissement,abRytis°m@,0.13,13,10,5,1,1
342,abrutissent,abRytis,0.16,11,7,3,1,1
343,abrutit,abRyti,0.19,7,6,3,1,13
344,abrège,abREZ,1.25,6,5,2,1,2
345,abrègent,abREZ,0.22,8,5,2,1,2
346,abrégea,abReZa,0.02,7,6,3,1,2
347,abrégeons,abReZ&,0.12,9,6,3,1,1
348,abréger,abReZe,1.61,7,6,3,1,9
349,abrégera,abReZ°Ra,0.01,8,8,4,1,1
350,abrégerai,abReZ°RE,0.01,9,8,4,1,2
351,abrégez,abReZe,0.73,7,6,3,1,9
352,abrégé,abReZe,0.36,6,6,9,9,27
353,abrégée,abReZe,0.18,7,6,6,4,18
354,abrégés,abReZe,0.02,7,6,6,4,18
355,abréviation,abRevjasj&,0.37,11,10,4,1,2
356,abréviations,abRevjasj&,0.09,12,10,4,1,2
357,abscisse,apsis,0.02,8,5,2,1,1
358,abscons,apsk&,0.12,7,5,2,1,1
359,absence,aps@s,22.02,7,5,2,1,2
360,absences,aps@s,0.84,8,5,2,1,2
361,absent,aps@,10.280000000000001,6,4,4,4,8
362,absentais,aps@tE,0.04,9,6,3,1,4
363,absentait,aps@tE,0.16,9,6,3,1,4
364,absente,aps@t,5.42,7,5,6,9,18
365,absenter,aps@te,2.9,8,6,3,1,4
366,absentera,aps@t°Ra,0.03,9,8,4,1,1
367,absenterai,aps@t°RE,0.03,10,8,4,1,2
368,absentes,aps@t,0.14,8,5,6,9,18
369,absents,aps@,2.57,7,4,4,4,8
370,absenté,aps@te,0.89,7,6,3,1,4
371,absentée,aps@te,0.42,8,6,3,1,4
372,absentéisme,aps@teizm,0.14,11,9,4,1,1
373,absentéiste,aps@teist,0.02,11,9,8,4,4
374,absentés,aps@te,0.15,8,6,3,1,4
375,absinthe,aps5t,1.28,8,5,2,1,1
376,absolu,apsoly,9.290000000000001,6,6,6,4,12
377,absolue,apsoly,8.44,7,6,3,1,6
378,absolues,apsoly,0.2,8,6,3,1,6
379,absolument,apsolym@,89.79,10,8,4,1,1
380,absolus,apsoly,0.1,7,6,6,4,12
381,absolution,apsolysj&,1.06,10,9,4,1,1
382,absolutisme,apsolytizm,0.12,11,10,4,1,1
383,absolve,apsOlv,0.16,7,6,2,1,3
384,absolves,apsOlv,0.01,8,6,2,1,3
385,absorba,apsORba,0.11,7,7,3,1,1
386,absorbaient,apsORbE,0.04,11,7,3,1,4
387,absorbait,apsORbE,0.2,9,7,3,1,4
388,absorbant,apsORb@,0.15,9,7,9,9,12
389,absorbante,apsORb@t,0.04,10,8,3,1,2
390,absorbantes,apsORb@t,0.01,11,8,3,1,2
391,absorbants,apsORb@,0.01,10,7,3,1,4
392,absorbe,apsORb,1.61,7,6,2,1,2
393,absorbent,apsORb,0.33,9,6,2,1,2
394,absorber,apsORbe,1.86,8,7,3,1,10
395,absorbera,apsORb°Ra,0.23,9,9,4,1,1
396,absorberai,apsORb°RE,0.02,10,9,4,1,3
397,absorberaient,apsORb°RE,0.11,13,9,4,1,3
398,absorberait,apsORb°RE,0.04,11,9,4,1,3
399,absorbeur,apsORb9R,0.03,9,8,3,1,1
400,absorbez,apsORbe,0.06,8,7,3,1,10
401,absorbèrent,apsORbER,0.01,11,8,3,1,1
402,absorbé,apsORbe,1.53,7,7,6,4,20
403,absorbée,apsORbe,0.46,8,7,6,4,20
404,absorbées,apsORbe,0.1,9,7,6,4,20
405,absorbés,apsORbe,0.18,8,7,6,4,20
406,absorption,apsORpsj&,0.58,10,9,3,1,2
407,absoudrai,apsudRE,0.01,9,7,3,1,2
408,absoudrait,apsudRE,0.14,10,7,3,1,2
409,absoudre,apsudR,1.08,8,6,2,1,1
410,absoudriez,apsudRije,0.01,10,9,4,1,1
411,absous,apsu,1.17,6,4,4,4,6
412,absout,apsu,0.11,6,4,2,1,3
413,abstenais,apst°nE,0.01,9,7,3,1,3
414,abstenant,apst°n@,0.12,9,7,3,1,1
415,abstenez,apst°ne,0.57,8,7,3,1,1
416,absteniez,apst°nje,0.01,9,8,3,1,1
417,abstenir,apst°niR,1.8,8,8,3,1,1
418,abstenons,apst°n&,0.02,9,7,3,1,1
419,abstention,apst@sj&,0.14,10,8,3,1,1
420,abstentionniste,apst@sjonist,0.01,15,12,4,1,2
421,abstenu,apst°ny,0.17,7,7,3,1,5
422,abstenue,apst°ny,0.060000000000000005,8,7,6,4,10
423,abstenues,apst°ny,0.14,9,7,3,1,5
424,abstiendrai,apstj5dRE,0.04,11,9,3,1,4
425,abstiendrais,apstj5dRE,0.03,12,9,3,1,4
426,abstiendrait,apstj5dRE,0.02,12,9,3,1,4
427,abstiendras,apstj5dRa,0.01,11,9,3,1,1
428,abstiendrons,apstj5dR&,0.12,12,9,3,1,2
429,abstiendront,apstj5dR&,0.12,12,9,3,1,2
430,abstienne,apstjEn,0.02,9,7,2,1,3
431,abstiennent,apstjEn,0.02,11,7,2,1,3
432,abstiennes,apstjEn,0.02,10,7,2,1,3
433,abstiens,apstj5,0.84,8,6,2,1,2
434,abstient,apstj5,0.17,8,6,2,1,2
435,abstinence,apstin@s,1.6,10,8,3,1,2
436,abstinences,apstin@s,0.02,11,8,3,1,2
437,abstinent,apstin@,0.1,9,7,3,1,1
438,abstinente,apstin@t,0.01,10,8,3,1,1
439,abstinrent,apst5R,0.01,10,6,2,1,1
440,abstint,apst5,0.2,7,5,2,1,3
441,abstraction,apstRaksj&,0.66,11,10,3,1,2
442,abstractions,apstRaksj&,0.03,12,10,3,1,2
443,abstraire,apstRER,0.02,9,7,2,1,1
444,abstrait,apstRE,1.2,8,6,6,9,21
445,abstraite,apstREt,0.7,9,7,4,4,8
446,abstraites,apstREt,0.18,10,7,4,4,8
447,abstraits,apstRE,0.28,9,6,4,6,14
448,absurde,apsyRd,24.229999999999997,7,6,4,4,8
449,absurdement,apsyRd°m@,0.14,11,9,4,1,1
450,absurdes,apsyRd,2.05,8,6,4,4,8
451,absurdité,apsyRdite,1.44,9,9,4,1,2
452,absurdités,apsyRdite,0.9,10,9,4,1,2
453,abus,aby,4.75,4,3,2,1,1
454,abusa,abyza,0.02,5,5,3,1,1
455,abusaient,abyzE,0.04,9,5,3,1,4
456,abusais,abyzE,0.03,7,5,3,1,4
457,abusait,abyzE,0.53,7,5,3,1,4
458,abusant,abyz@,0.24,7,5,3,1,1
459,abuse,abyz,4.08,5,4,2,1,3
460,abusent,abyz,1.02,7,4,2,1,3
461,abuser,abyze,5.87,6,5,3,1,10
462,abusera,abyz°Ra,0.04,7,7,4,1,1
463,abuserai,abyz°RE,0.03,8,7,4,1,3
464,abuserais,abyz°RE,0.09,9,7,4,1,3
465,abuserait,abyz°RE,0.02,9,7,4,1,3
466,abuserez,abyz°Re,0.01,8,7,4,1,1
467,abuseriez,abyz°Rje,0.02,9,8,4,1,1
468,abuses,abyz,0.5,6,4,2,1,3
469,abuseur,abyz9R,0.04,7,6,3,1,1
470,abusez,abyze,1.93,6,5,3,1,10
471,abusiez,abyzje,0.02,7,6,3,1,1
472,abusif,abyzif,0.37,6,6,3,1,2
473,abusifs,abyzif,0.05,7,6,3,1,2
474,abusive,abyziv,0.39,7,6,3,1,2
475,abusivement,abyziv°m@,0.16,11,9,5,1,1
476,abusives,abyziv,0.03,8,6,3,1,2
477,abusons,abyz&,0.37,7,5,3,1,1
478,abusé,abyze,4.6899999999999995,5,5,6,4,20
479,abusée,abyze,0.31999999999999995,6,5,6,4,20
480,abusées,abyze,0.06,7,5,6,4,20
481,abusés,abyze,0.26,6,5,6,4,20
482,abyme,abim,0.04,5,4,2,1,6
483,abyssal,abisal,0.03,7,6,3,1,3
484,abyssale,abisal,0.05,8,6,3,1,3
485,abyssales,abisal,0.02,9,6,3,1,3
486,abysse,abis,0.53,6,4,2,1,2
487,abysses,abis,0.54,7,4,2,1,2
488,abyssin,abis5,0.14,7,5,3,2,3
489,abyssinien,abisinj5,0.1,10,8,4,1,1
490,abyssinienne,abisinjEn,0.01,12,9,4,1,1
491,abâtardie,abataRdi,0.01,9,8,4,1,3
492,abâtardissant,abataRdis@,0.14,13,10,5,1,1
493,abécédaire,abesedER,0.18,10,8,4,1,1
494,abêtir,abetiR,0.01,6,6,3,1,1
495,abîma,abima,0.1,5,5,3,1,1
496,abîmaient,abimE,0.1,9,5,3,1,3
497,abîmait,abimE,0.01,7,5,3,1,3
498,abîmant,abim@,0.01,7,5,3,1,1
499,abîme,abim,7.24,5,4,4,4,12
500,abîment,abim,0.31,7,4,2,1,6
501,abîmer,abime,5.4,6,5,3,1,6
502,abîmera,abim°Ra,0.04,7,7,4,1,2
503,abîmerai,abim°RE,0.01,8,7,4,1,3
504,abîmerais,abim°RE,0.02,9,7,4,1,3
505,abîmerait,abim°RE,0.08,9,7,4,1,3
506,abîmerez,abim°Re,0.01,8,7,4,1,1
507,abîmeront,abim°R&,0.02,9,7,4,1,1
508,abîmes,abim,1.7,6,4,4,4,12
509,abîmez,abime,0.3,6,5,3,1,6
510,abîmé,abime,3.57,5,5,3,1,6
511,abîmée,abime,1.73,6,5,3,1,6
512,abîmées,abime,0.56,7,5,3,1,6
513,abîmés,abime,0.61,6,5,3,1,6
514,acabit,akabi,0.17,6,5,3,1,2
515,acacia,akasja,0.05,6,6,3,1,2
516,acacias,akasja,0.21,7,6,3,1,2
517,acadien,akadj5,0.15000000000000002,7,6,6,4,8
518,acadienne,akadjEn,0.03,9,7,3,1,2
519,acadiens,akadj5,0.01,8,6,3,1,4
520,académicien,akademisj5,0.14,11,10,5,1,2
521,académiciens,akademisj5,0.21,12,10,5,1,2
522,académie,akademi,9.91,8,7,4,1,2
523,académies,akademi,0.12,9,7,4,1,2
524,académique,akademik,0.87,10,8,4,1,2
525,académiquement,akademik°m@,0.01,14,11,6,1,1
526,académiques,akademik,0.54,11,8,4,1,2
