word,pron,freq
~~no,~no,7.25
~~noir,~~nwaR,5.87
~~nois,~~nwa,6.11
~~nom,~~n§,1.15
~~non,~~n§,187.87
~~nons,~~n§,37.16
~~nor,~~nOR,1.01
~~not,~~no,4.3500000000000005
~~nots,~~no,1.28
~~nou,~~nu,17.89
~~noux,~~nu,42.82
~~nu,~~ny,299.2
~~nue,~~ny,135.56
~~nuel,~~n8El,8.66
~~nues,~~ny,11.209999999999999
~~nui,~n8i,14.76
~~nuie,~n8i,34.04
~~nuis,~n8i,61.89
~~nuit,~~nuit,38.47
~~nus,~~ny,63.120000000000005
~~nué,~~n8e,1.19
~~nyon,~~nyon,4.18
~~né,~~ne,112.29
~~née,~ne,133.93999999999997
~~nées,~ne,186.73000000000002
~~nés,~~ne,5.93
~~nêt,~~nE,1.5499999999999998
~~okie,~~okie,3.08
~~pa,~~pa,274.67999999999995
~~pact,~pakt,8.36
~~pain,~~p5,61.14
~~pait,~~pE,1.8900000000000001
~~pand,~~p@,4.14
~~pars,~~paR,6.61
~~part,~~paR,76.05
~~pas,~~pa,49.78
~~pe,~~pe,149.04999999999998
~~peau,~~po,1.9400000000000002
~~pec,~pEk,1.06
~~pect,~~pEkt,9.88
~~pel,~pEl,80.88
~~pels,~pEl,19.3
~~pend,~~p@,48.3
~~pens,~~p@,4.66
~~pent,~~p@,1.13
~~per,~~pER,226.31
~~pert,~~pER,16.099999999999998
~~pet,~~pE,4.25
~~peur,~~p9R,6.92
~~pez,~~pe,3.68
~~pha,~~fa,2.09
~~phon,~~f§,1.15
~~phus,~~fys,1.74
~~pi,~~pi,27.290000000000003
~~pie,~~pi,18.269999999999996
~~pier,~~pje,59.39
~~pies,~~pi,8.94
~~pin,~~p5,40.519999999999996
~~pins,~~p5,15.409999999999998
~~pion,~~pj§,13.31
~~pis,~~pi,21.24
~~pit,~~pi,9.74
~~pié,~~pje,2.17
~~pli,~pli,2.02
~~plie,~~pli,1.69
~~plit,~pli,2.25
~~ploi,~~plwa,25.96
~~plu,~~ply,1.23
~~po,~~po,16.279999999999994
~~poir,~~pwaR,57.62
~~pon,~~p§,5.23
~~pond,~~p§,27.42
~~pons,~~p§,1.81
~~port,~pOR,1.95
~~pos,~~po,42.46
~~pot,~~po,3.13
~~poux,~~pu,1.54
~~pris,~pRi,121.67
~~prit,~~pRi,132.22
~~près,~pRE,30.15
~~pu,~~py,10.57
~~pui,~p8i,7.83
~~puie,~p8i,14.57
~~puis,~~p8i,631.14
~~pur,~pyR,1.44
~~pus,~~pus,1.28
~~py,~~pi,6.76
~~pât,~pa,5.97
~~pé,~~pe,40.72
~~pée,~~pe,2.6799999999999997
~~pés,~~pe,1.6700000000000004
~~pôt,~~po,11.9
~~pôts,~po,12.47
~~quel,~~kEl,66.67
~~quer,~~ke,32.41
~~quet,~~kE,41.529999999999994
~~quez,~~ke,9.24
~~quin,~~k5,15.91
~~quis,~ki,4.68
~~quit,~~quit,1.4
~~qué,~~ke,23.009999999999998
~~quée,~~ke,5.37
~~qués,~~ke,1.9900000000000004
~~ra,~~Ra,872.0799999999999
~~rai,~~RE,401.99
~~rail,~~Raj,2.02
~~rais,~RE,429.04
~~rait,~~RE,668.86
~~ral,~~Ral,16.650000000000002
~~ran,~~R@,8.28
~~rans,~~R@,1.6300000000000001
~~rant,~~R@,50.179999999999986
~~ras,~~ras,175.34999999999997
~~rats,~~Ra,1.33
~~raux,~~Ro,2.1599999999999997
~~rax,~~Raks,4.67
~~raît,~~RE,81.22
~~re,~~re,30.790000000000006
~~reau,~~Ro,156.73000000000002
~~rect,~~REkt,30.1
~~reil,~~REj,106.71000000000001
~~rein,~~R5,3.4099999999999997
~~rem,~REm,1.6
~~reng,~R@,1.9
~~rent,~~R@,12.389999999999999
~~rer,~~rer,196.8
~~ret,~~RE,4.33
~~rets,~~RE,1.04
~~reur,~R9R,101.33
~~reux,~~R2,1.78
~~rez,~~Re,185.39
~~ri,~~Ri,485.48
~~ria,~~ria,20.830000000000002
~~rian,~~rian,2.21
~~rie,~~Ri,112.57000000000001
~~rien,~~Rj5,1.32
~~rier,~~rier,74.66999999999999
~~ries,~~Ri,12.239999999999998
~~riez,~~riez,67.61
~~rif,~~Rif,4.72
~~ril,~~Ril,10.940000000000001
~~rils,~~rils,2.8000000000000003
~~rin,~~R5,15.940000000000003
~~rins,~~R5,7.12
~~rir,~~RiR,5.03
~~ris,~~Ri,22.410000000000004
~~rit,~~Ri,1.6800000000000002
~~rié,~~rié,68.98
~~riée,~~Rje,58.910000000000004
~~riés,~~Rje,39.26
~~ro,~~Ro,39.52
~~roi,~~Rwa,3.01
~~roir,~~RwaR,37.07
~~rois,~~Rwa,1.87
~~ron,~~R§,17.310000000000006
~~rons,~~R§,73.38999999999999
~~ront,~~R§,126.35
~~rop,~~rop,5.7
~~ros,~Ro,75.16
~~rou,~~Ru,1.02
~~ru,~~Ry,6.15
~~rue,~~Ry,3.8499999999999996
~~rum,~~rum,5.14
~~rus,~~rus,23.990000000000002
~~rut,~~rut,1.48
~~ry,~~Ri,19.22
~~ré,~~Re,183.25000000000003
~~rée,~~Re,47.19000000000001
~~rées,~~Re,6.55
~~rés,~~Re,27.440000000000005
~~rê,~~rê,82.23
~~rêt,~RE,46.8
~~rêts,~~RE,5.37
~~rô,~Ro,1.01
~~sa,~~sa,11.949999999999998
~~sai,~~sai,20.31
~~saie,~sE,168.04
~~sais,~~sais,107.63
~~sait,~~sait,106.66999999999999
~~sant,~~sant,38.43
~~sard,~~sard,46.98
~~sas,~~sas,1.36
~~saut,~so,11.23
~~saye,~sEj,56.84
~~se,~~se,4.13
~~seau,~~seau,60.650000000000006
~~sent,~~s@,10.280000000000001
~~ser,~~ser,105.76
~~sers,~~sers,3.51
~~sert,~~sert,29.169999999999998
~~seur,~~seur,3.31
~~sez,~se,407.75
~~sher,~~SER,1.1600000000000001
~~shi,~~Si,2.0399999999999996
~~si,~~si,19.75
~~sie,~~sie,2.7800000000000002
~~sied,~sje,4.74
~~sier,~~sier,17.31
~~siez,~~siez,22.21
~~sil,~~sil,36.52
~~sils,~~sils,12.1
~~sion,~~sion,33.94
~~sis,~si,69.30000000000001
~~so,~~so,399.24999999999994
~~soie,~swa,1.14
~~soin,~~soin,758.04
~~soir,~~soir,8.98
~~sois,~swa,4.94
~~soit,~swa,3.31
~~son,~~son,3.18
~~sons,~~sons,50.28
~~sos,~~sos,10.29
~~sou,~~sou,13.99
~~sous,~~sous,5.44
~~sout,~~sout,3.38
~~su,~sy,16.970000000000002
~~sue,~sy,15.29
~~suel,~~suel,4.38
~~sues,~sy,3.08
~~suie,~s8i,4.1
~~sus,~~sus,8.19
~~sé,~~sé,55.82000000000001
~~sée,~~sée,43.149999999999984
~~sées,~~sées,10.11
~~sés,~~sés,5.29
~~ta,~~ta,20.0
~~tact,~takt,6.21
~~tail,~~taj,29.509999999999998
~~tain,~~t5,287.83
~~tais,~~tE,2.9399999999999995
~~tait,~~tE,3.7599999999999993
~~tal,~~tal,39.269999999999996
~~tals,~~tal,1.3299999999999998
~~tan,~~t@,3.52
~~tans,~~t@,4.12
~~tant,~t@,152.29
~~tard,~~taR,146.94
~~taux,~~to,5.25
~~te,~~te,41.46999999999999
~~teau,~~to,153.72
~~teil,~~tEj,4.04
~~tel,~tEl,116.38000000000001
~~tels,~tEl,7.6000000000000005
~~tem,~~tEm,1.27
~~tend,~t@,215.63000000000002
~~ter,~~ter,163.38
~~ters,~~ters,1.46
~~teur,~~t9R,63.31
~~teux,~~t2,6.929999999999999
~~tex,~~tex,1.65
~~tez,~~te,34.22
~~tho,~~to,1.94
~~thon,~~t§,2.21
~~ti,~~ti,46.17
~~tie,~~ti,3.2
~~tier,~~tje,53.709999999999994
~~ties,~~ti,2.1399999999999992
~~tif,~~tif,17.810000000000002
~~til,~~til,3.63
~~tils,~ti,10.56
~~tin,~~t5,288.72999999999996
~~tins,~~t5,16.709999999999997
~~tint,~~t5,1.0899999999999999
~~tio,~~tjo,2.02
~~tion,~~tion,95.95
~~tir,~~tiR,9.47
~~tis,~~tis,2.25
~~tit,~~ti,719.2499999999999
~~tits,~~ti,125.81
~~tié,~~tje,76.38
~~to,~~to,31.960000000000004
~~toie,~~twa,1.69
~~tois,~~twa,1.92
~~ton,~~t§,37.89
~~tons,~~t§,23.970000000000002
~~tos,~~tos,5.72
~~tou,~~tu,1.5
~~tour,~~tuR,143.45000000000002
~~toué,~~twe,2.3
~~tra,~~tRa,10.66
~~tras,~~tRa,1.04
~~trer,~tRe,160.13
~~trez,~tRe,104.85
~~trie,~~tRi,23.59
~~trin,~~tR5,10.82
~~tro,~~tRo,19.580000000000002
~~tron,~~tR§,132.02
~~trui,~tR8i,6.56
~~trus,~tRy,4.93
~~tré,~tRe,37.370000000000005
~~trée,~tRe,57.269999999999996
~~trés,~tRe,8.83
~~tu,~~ty,13.520000000000001
~~tue,~~ty,7.250000000000001
~~tuel,~~t8El,15.04
~~tuer,~~t8e,1.17
~~tur,~~tyR,35.14
~~turs,~~tyR,4.39
~~tus,~~ty,2.46
~~tué,~~t8e,3.1100000000000003
~~tuée,~~t8e,2.42
~~té,~~te,427.38000000000005
~~tée,~~te,29.16
~~tées,~~te,3.7699999999999996
~~tés,~~te,51.90999999999999
~~tê,~~tê,1.1099999999999999
~~tôt,~~to,3.59
~~va,~~va,14.319999999999997
~~vais,~~vE,343.82
~~vait,~~vE,223.93
~~val,~~val,5.220000000000001
~~van,~~v@,4.89
~~vant,~~v@,380.24000000000007
~~vard,~~vaR,3.5500000000000003
~~vaux,~~vo,1.17
~~ve,~~ve,160.05
~~veau,~~vo,47.45
~~veil,~~vEj,18.16
~~vel,~~vEl,1.36
~~ver,~~ver,102.42
~~vers,~vER,52.050000000000004
~~vert,~vER,70.02
~~vet,~~vE,4.0
~~vets,~~vE,2.3400000000000003
~~veu,~~v2,22.9
~~veur,~~v9R,39.95
~~veux,~~v2,3.6100000000000003
~~vez,~~ve,628.0500000000001
~~vi,~~vi,59.52
~~viar,~~vjaR,6.29
~~vie,~vi,223.12
~~vier,~~vje,4.23
~~vies,~vi,3.54
~~viez,~~vje,49.879999999999995
~~vil,~~vil,11.559999999999999
~~vils,~~vil,11.370000000000001
~~vin,~~v5,16.19
~~vins,~~v5,3.38
~~vint,~~v5,10.4
~~vir,~~viR,2.83
~~vis,~~vi,6.77
~~vit,~~vi,3.63
~~vo,~~vo,12.53
~~voi,~vwa,3.47
~~voie,~vwa,98.92
~~voir,~~vwaR,914.04
~~vois,~~vwa,10.33
~~voit,~~vwa,5.92
~~vol,~vOl,2.48
~~von,~~v§,15.65
~~vons,~~v§,195.08
~~vot,~~vo,2.1999999999999997
~~voué,~~vwe,4.5600000000000005
~~vra,~~vRa,30.45
~~vrai,~~vRE,15.58
~~vras,~~vRa,19.0
~~vrer,~~vRe,21.550000000000004
~~vret,~~vRE,3.1
~~vrez,~vRe,64.17
~~vrir,~vRiR,79.61
~~vrit,~vRi,2.54
~~vré,~~vRe,28.66
~~vrée,~~vRe,11.3
~~vrés,~~vRe,3.58
~~vu,~~vy,14.72
~~vue,~~vy,13.96
~~vues,~~vy,2.68
~~vus,~~vy,2.09
~~vé,~~ve,70.92999999999999
~~vée,~~ve,14.260000000000002
~~vées,~~ve,1.42
~~vés,~~ve,4.4399999999999995
~~vê,~~vE,1.48
~~zar,~~zaR,8.18
~~zard,~~zaR,4.9
~~zi,~~zi,10.09
~~zie,~~zi,1.96
~~zis,~~zis,12.05
~~zon,~~z§,3.58
~~zout,~~zout,1.42
~~zut,~~zut,2.05
~~çois,~~swa,20.93
~~çoit,~~swa,16.080000000000002
~~çon,~~s§,246.21999999999997
~~çons,~~s§,30.620000000000005
~~çu,~~sy,119.74000000000001
~~çue,~~sy,11.57
~~çues,~~sy,1.69
~~çus,~~sy,7.720000000000001
~~çut,~~sy,1.8800000000000001
~bat,~ba,15.77
~bats,~ba,2.72
~bli,~bli,43.15
~bo,~bo,2.7700000000000005
~boie,~bwa,2.91
~bor,~bOR,1.55
~bou,~bu,1.29
~bout,~bu,5.94
~bri,~bRi,23.2
~bris,~bRi,3.2
~bru,~bRy,26.119999999999997
~bu,~by,13.459999999999997
~bus,~by,9.879999999999999
~bî,~bi,11.709999999999999
~car,~kaR,3.83
~cart,~kaR,14.36
~chao,~kao,2.25
~chat,~chat,5.2
~chats,~Sa,4.55
~che,~che,76.27000000000001
~chec,~SEk,15.47
~checs,~SEk,8.84
~cho,~cho,5.83
~choue,~Su,4.62
~choué,~Swe,15.44
~ci,~si,2411.79
~cier,~sje,13.85
~cla,~kla,8.5
~clair,~klER,10.25
~clat,~kla,9.73
~clats,~kla,4.55
~co,~ko,2.5100000000000002
~cou,~ku,25.029999999999998
~cra,~kRa,12.09
~cran,~kR@,19.78
~crans,~kR@,3.91
~cri,~kRi,1.77
~cris,~kRi,38.24
~crit,~kRi,141.73000000000002
~crits,~kRi,6.14
~cu,~ky,6.800000000000001
~cus,~ky,1.11
~dap,~dap,3.17
~dem,~dEm,1.86
~deur,~d9R,47.19
~deurs,~d9R,2.38
~di,~di,1.05
~dieu,~dj2,76.56
~dieux,~dj2,13.79
~diot,~djo,106.0
~diots,~djo,19.21
~do,~do,33.269999999999996
~dop,~dOp,4.48
~dos,~do,3.5799999999999996
~droit,~dRwa,1.13
~du,~dy,2.17
~déa,~dea,5.32
~dée,~de,330.39
~dées,~de,59.38
~fro,~fRo,1.21
~ga,~ga,15.290000000000001
~gal,~gal,30.799999999999997
~gard,~gaR,6.77
~gaux,~go,5.4399999999999995
~gen,~gen,5.69
~gent,~Z@,92.42
~gents,~Z@,25.0
~gi,~Zi,28.69
~gir,~ZiR,37.48
~gis,~Zi,6.61
~git,~Zi,105.02
~gneau,~No,13.01
~gno,~gno,3.99
~go,~go,8.66
~gor,~gOR,1.14
~gout,~gu,3.23
~gouts,~gu,3.78
~gé,~Ze,8.13
~gée,~Ze,7.75
~gées,~Ze,1.91
~gés,~Ze,2.48
~hu,~y,1.1
~hé,~e,5.24
~jec,~ZEk,1.42
~jou,~Zu,4.989999999999999
~la,~la,1.36
~lan,~l@,4.94
~lans,~l@,1.05
~laxon,~laks§,4.89
~le,~le,60.28
~li,~li,12.999999999999998
~lias,~lias,5.45
~lis,~li,2.0
~lors,~lOR,1777.65
~lu,~ly,11.990000000000002
~lue,~ly,3.72
~lus,~ly,2.3200000000000003
~lé,~le,2.48
~ma,~ma,2.4599999999999995
~mam,~mam,1.11
~mant,~m@,23.28
~mants,~m@,11.75
~mas,~ma,2.49
~me,~m,81.7
~men,~mEn,22.96
~mer,~mER,6.59
~mers,~mER,1.25
~met,~mE,1.98
~meut,~m2,1.22
~mi,~mi,443.46999999999986
~mie,~mi,120.63000000000001
~mies,~mi,26.45
~mis,~mi,290.26
~mo,~mo,3.9099999999999997
~moi,~mwa,1.41
~mont,~m§,1.41
~mour,~muR,450.46
~mours,~muR,7.81
~mu,~my,80.1
~mue,~my,3.79
~mé,~me,1.3
~na,~na,6.93
~nal,~nal,1.43
~ner,~nER,9.42
~ni,~ni,98.84
~nie,~ni,2.15
~nies,~ni,4.11
~nion,~nj§,18.1
~nions,~nj§,1.04
~nir,~niR,5.84
~nis,~ni,11.489999999999998
~nit,~ni,2.72
~nus,~nus,1.63
~né,~ne,1.34
~pa,~pa,2.48
~pai,~pe,1.08
~pais,~pE,6.16
~pe,~pe,2.4499999999999997
~pen,~pen,2.16
~per,~pER,10.549999999999999
~pi,~pi,5.820000000000001
~pie,~pi,1.3
~pier,~pje,1.53
~pium,~pjOm,3.95
~plomb,~pl§,1.61
~po,~po,2.53
~pou,~pu,18.97
~poux,~pu,19.57
~pris,~pRi,1.6400000000000001
~près,~pRE,787.5999999999999
~pui,~p8i,13.399999999999999
~pé,~pe,42.95000000000001
~pée,~pe,29.34
~pées,~pe,3.48
~qui,~ki,3.48
~ra,~Ra,150.87000000000003
~rai,~RE,71.96
~rais,~RE,20.14
~rait,~RE,22.44
~ral,~Ral,2.1
~ras,~ras,24.939999999999998
~rez,~Re,14.29
~ri,~Ri,3.08
~riez,~riez,2.02
~rions,~Rj§,1.1
~ris,~ris,4.26
~ro,~Ro,6.069999999999999
~rons,~R§,15.36
~ront,~R§,7.43
~ru,~Ry,1.48
~sa,~sa,1.3
~sais,~sais,2.75
~sait,~sait,1.99
~sant,~sant,1.03
~se,~se,5.409999999999999
~ser,~ser,6.76
~sez,~sez,11.170000000000002
~so,~so,20.26
~sé,~sé,15.499999999999998
~sée,~sée,1.98
~sées,~sées,1.28
~sés,~sés,1.58
~ta,~ta,18.930000000000003
~tain,~t5,1.08
~tais,~tE,834.44
~tait,~tE,2707.72
~tang,~t@,6.57
~tant,~t@,34.58
~tat,~ta,136.81
~tats,~ta,8.91
~teins,~t5,10.44
~teint,~t5,17.53
~ten,~t@,4.21
~tend,~t@,4.98
~ter,~ter,5.57
~tez,~te,1.3
~ther,~tER,1.43
~thée,~te,2.65
~ti,~ti,1.52
~tiez,~tje,138.01
~tions,~tj§,58.09
~to,~to,1.18
~ton,~t§,5.87
~tout,~tu,3.66
~touts,~tu,2.08
~troit,~tRwa,5.94
~tu,~ty,29.020000000000003
~tui,~t8i,2.37
~té,~te,1133.96
~tés,~te,5.52
~va,~va,45.870000000000005
~vais,~vE,785.36
~vait,~vE,992.3499999999999
~val,~val,2.08
~van,~v@,9.31
~vant,~v@,785.63
~ve,~ve,86.49
~vec,~vEk,3704.89
~veil,~vEj,1.64
~ver,~vER,6.8999999999999995
~veu,~v2,5.86
~veux,~v2,5.29
~vez,~ve,1784.25
~vi,~vi,70.25
~vier,~vje,3.81
~viez,~vje,94.94
~vion,~vj§,105.54
~vions,~vj§,63.080000000000005
~vis,~vi,139.22
~vo,~vo,96.95
~voir,~vwaR,1081.15
~vons,~v§,529.49
~vor,~vOR,1.1400000000000001
~voue,~vu,24.48
~vouer,~vwe,18.28
~voues,~vu,1.23
~voué,~vwe,10.08
~vril,~vRil,11.23
~vé,~ve,3.81
~zur,~zyR,3.28
a,a,27227.490000000005
ab,ab,22.639999999999997
ac,ac,801.6699999999996
ad,ad,26.55
af,af,11.1
ah,a,576.53
ai,ai,7727.380000000002
aie,E,90.37
aient,E,20.86
aies,E,39.71
ail,aj,9.14
ain,5,207.68
air,ER,473.94
airs,ER,11.68
ais,ais,10.14
ait,ait,173.42000000000002
al,al,3415.0900000000006
am,am,4.829999999999999
an,@,351.68
ans,@,718.17
aor,aor,1.16
août,août,12.65
ap,ap,428.97
ar,aR,696.0699999999996
arc,aRk,4.52
art,aR,65.93
arts,aR,6.86
as,a,3934.1900000000005
at,a,183.06
au,o,5751.760000000001
aus,o,1402.33
aux,o,835.65
axe,aks,3.04
aî,aî,15.190000000000001
aïe,aj,18.25
b,be,31.78
ba,ba,187.70999999999998
bac,bak,9.03
bah,ba,22.77
bai,bai,109.27000000000001
baie,bE,6.17
baies,bE,1.5
bail,baj,11.49
bain,b5,50.52
bains,b5,23.96
bais,bais,5.7
bal,bal,38.6
bals,bal,1.67
bam,bam,2.19
ban,b@,18.550000000000004
banc,b@,8.96
bancs,b@,1.81
bang,b@g,3.76
bar,baR,78.61999999999998
bars,baR,7.39
bas,ba,176.92999999999998
bat,ba,81.14000000000003
bats,ba,13.72
be,be,760.36
beat,bit,1.34
beau,bo,378.72
beaux,bo,57.2
bec,bEk,6.76
bel,bEl,31.35
ben,ben,80.43
ber,bER,14.62
berk,bERk,1.35
beuh,b2,1.06
beurk,b9Rk,4.01
bey,bE,2.06
bi,bi,86.96
biais,bjE,1.6400000000000001
bien,bj5,4337.679999999999
biens,bj5,16.99
bil,bil,42.15
bin,bin,9.08
bing,bing,1.81
bio,bjo,3.3
bip,bip,6.94
bis,bis,2.08
bit,bit,1.04
bla,bla,3.0
blanc,bl@,81.49
blancs,bl@,36.769999999999996
bled,blEd,5.55
bles,bles,70.67
bleu,bl2,51.23
bleue,bl2,21.63
bleues,bl2,4.77
bleus,bl2,19.17
blin,bl5,2.7399999999999998
blo,blo,14.47
bloc,blOk,14.25
blocs,blOk,3.03
blond,bl§,12.34
blot,blo,1.04
blues,bluz,7.81
bluff,bl9f,3.0
blâ,bla,5.09
blé,ble,19.07
bo,bo,14.359999999999998
boeuf,b9f,9.02
bof,bOf,4.7
boi,bwa,9.059999999999999
bois,bwa,153.19
boit,bwa,25.63
bol,bOl,16.97
bon,bon,1546.5599999999997
bond,b§,3.44
bons,b§,80.17
boo,bu,2.19
book,buk,1.5
books,books,1.39
boom,bum,2.81
bor,bOR,105.37000000000005
bord,bOR,77.06
bos,bo,43.93
boss,bOs,13.45
bot,bo,11.2
bou,bu,362.14
bouc,buk,7.92
boue,bu,15.09
boueux,bw2,1.25
bouf,bouf,7.53
boum,bum,12.0
bour,buR,15.76
bourg,buR,1.48
bout,bu,123.9
bouts,bu,7.21
bouée,bouée,1.3
box,bOks,2.48
boxe,bOks,9.83
boy,bOj,8.36
boys,boys,4.46
bra,bRa,65.49000000000001
bran,bR@,4.75
bras,bRa,149.45999999999998
bre,bre,7.329999999999999
break,bREk,6.91
bref,bREf,32.7
bri,bRi,50.330000000000005
brin,bR5,4.95
bro,bRo,2.46
bron,bR§,2.62
bros,bRo,1.23
bru,bRy,6.92
bruit,bR8i,79.19
bruits,bR8i,15.18
brun,bR1,5.5600000000000005
bruns,bR1,2.89
brut,bRyt,1.95
brû,bRy,64.97999999999999
bu,by,298.87000000000006
bud,byd,10.54
buf,buf,6.63
bun,bun,3.89
bur,bur,1.33
bus,bus,50.63
but,but,73.8
buts,buts,4.63
by,bi,12.49
bye,baj,23.11
bâ,ba,50.07
bé,be,249.65999999999997
bê,bE,4.33
bû,by,3.6
c,c,114.63
ca,ca,703.0499999999995
cac,kak,2.86
cad,cad,2.16
cal,kal,76.32000000000001
cam,cam,10.71
camp,camp,105.92
camps,k@,9.01
can,k@,23.45
cap,kap,25.29
car,kaR,283.93999999999994
cas,ka,399.00000000000006
cau,ko,34.89
ce,ce,7958.35
cen,cen,61.76
cent,s@,54.81999999999999
cents,s@,27.67
cer,sER,6.999999999999999
cerf,sER,6.17
ces,se,1249.6000000000001
cet,cet,499.91
ceux,s2,202.02
cha,Sa,105.14999999999999
chair,SER,37.73
chairs,SER,1.07
champ,S@,38.05
champs,S@,19.14
chan,S@,127.86000000000001
chant,S@,17.64
chants,S@,8.26
char,SaR,39.06
chars,SaR,3.27
chas,Sa,8.530000000000001
chat,chat,57.71
chats,Sa,16.0
chaud,So,101.36
chaux,So,1.32
che,che,210.25000000000003
chef,SEf,189.79
cher,SER,165.40999999999997
chers,SER,28.61
chez,Se,842.18
chi,Si,12.669999999999998
chiais,SjE,1.3
chiant,Sj@,9.600000000000001
chic,Sik,21.82
chics,Sik,1.99
chie,Si,4.46
chien,Sj5,158.77
chiens,Sj5,50.769999999999996
chier,Sje,53.3
chies,Si,1.22
chiot,Sjo,3.98
chiots,Sjo,1.7
chip,Sip,2.51
chips,chips,6.72
chié,Sje,3.72
cho,So,15.959999999999999
choc,choc,31.52
chocs,SOk,1.41
choeur,choeur,6.39
choi,Swa,61.449999999999996
choix,Swa,113.35
chou,Su,29.2
choux,Su,4.2
chu,Sy,4.5
chut,chut,29.81
châ,Sa,1.29
ché,Se,270.78
ci,si,160.43999999999997
ciel,sjEl,142.22
cieux,sj2,20.05
cils,cils,2.8
cin,s5,23.85
cla,kla,4.8100000000000005
clair,klER,101.15
clairs,klER,6.069999999999999
clan,kl@,7.65
clans,kl@,1.22
clap,klap,1.43
clar,klaR,4.48
clas,kla,3.4399999999999995
clean,klin,4.66
clebs,clebs,2.0
clef,kle,14.61
cler,cler,2.07
cli,kli,12.729999999999997
clic,klik,1.14
clin,kl5,3.63
clip,klip,2.12
clo,klo,4.709999999999999
clos,klo,4.45
clou,klu,8.08
cloue,klu,1.12
clous,klu,6.04
club,club,61.99
clubs,clubs,5.52
clé,kle,68.73
clés,kle,49.4
co,ko,280.7999999999999
coeur,k9R,224.98
coeurs,k9R,15.0
cof,kof,1.72
coif,kwa,1.15
coin,kw5,119.74000000000001
coins,kw5,6.08
col,kol,24.880000000000003
cold,kold,2.01
cols,kOl,1.37
com,k§,77.46000000000001
comp,k§,11.29
con,k§,239.76000000000008
cons,k§,24.81
cor,kOR,26.48
corps,kOR,250.15
cos,cos,3.51
cou,ku,354.28000000000003
coup,ku,389.49
coups,ku,82.33
cour,kuR,72.97
cours,kuR,161.8
court,kuR,51.5
courts,kuR,6.84
coyo,koyo,2.5
coû,ku,27.32
coût,ku,3.58
coûts,ku,1.46
cra,kRa,16.43
crac,kRak,2.85
craie,kRE,5.66
crains,kR5,40.76
craint,kR5,23.43
cran,kR@,13.62
cre,cre,45.42
creu,kR2,3.6100000000000003
creux,kR2,6.15
cri,kRi,20.000000000000004
cric,kRik,1.18
crie,kRi,36.4
crient,kRi,5.35
cries,kRi,5.64
cris,kRi,26.81
cro,kRo,2.51
crocs,kRo,2.53
croi,kRwa,15.47
croie,kRwa,5.43
croies,kRwa,3.1
crois,kRwa,904.45
croit,kRwa,68.72
croix,kRwa,29.1
croît,kRwa,1.21
cru,kRy,109.39999999999999
crue,kRy,7.23
crus,kRy,2.2
cryp,kRip,1.02
cré,kRe,65.13
crée,kRe,13.43
créent,kRe,1.68
créo,kReo,1.08
cu,ky,33.0
cuir,k8iR,14.11
cuit,k8i,11.32
cuits,k8i,3.06
cul,ky,145.85
culs,ky,4.96
cur,cur,1.65
cut,ky,2.36
câ,ka,7.79
cé,se,18.289999999999996
cô,ko,286.90999999999997
d,d,62.71
da,da,23.82
daim,d5,1.41
dam,dam,9.17
dan,dan,162.13000000000002
dans,dans,4658.59
dard,daR,1.3
dat,dat,1.74
de,de,27610.309999999994
dea,di,11.12
deal,dil,8.05
del,dEl,6.859999999999999
den,den,1.31
dent,d@,13.27
dents,d@,60.94
der,dER,4.920000000000001
des,de,6073.63
deu,d2,1.09
deuil,d9j,12.21
deux,d2,1009.01
di,di,780.0199999999998
dia,dja,2.2
dic,dik,8.58
die,di,2.17
dieu,dj2,852.91
dieux,dj2,50.49
din,d5,3.1599999999999993
ding,ding,3.54
dis,di,1025.78
dit,di,2162.9700000000003
dits,di,1.54
dix,dix,118.29
do,do,44.540000000000006
doig,dwa,1.05
doigt,dwa,39.83
doigts,dwa,45.86
dois,dwa,894.69
doit,dwa,655.09
dol,dol,13.89
don,don,624.98
donc,d§k,612.51
dons,d§,8.31
dont,d§,223.42000000000002
dor,dOR,215.29999999999998
dors,dOR,55.03
dort,dOR,55.05
dos,do,100.34
dot,dOt,4.66
dou,du,26.56
doux,du,53.96999999999999
doué,doué,18.12
douée,dwe,12.44
doués,dwe,1.87
dra,dRa,12.85
drap,dRa,3.69
draps,dRa,15.54
dres,dres,4.1899999999999995
dro,dRo,5.96
droit,dRwa,245.41
droits,dRwa,34.26
drop,dROp,1.11
dry,dry,1.02
du,dy,4504.200000000003
duc,dyk,7.66
due,dy,4.98
duel,d8El,6.17
duels,d8El,1.37
dues,dy,1.98
duo,d8o,2.49
dur,dyR,164.67
durs,dyR,16.57
dus,dy,2.0700000000000003
dut,dy,1.91
dès,dE,143.72
dé,de,1864.4499999999985
dées,de,11.82
dés,de,17.63
dî,di,155.04999999999995
dû,dy,369.87
e,2,60.98
eau,o,290.61
eaux,o,15.14
ef,ef,146.35
eh,e,386.0
em,@,39.14
en,@,11198.849999999999
er,er,109.01000000000002
es,E,2560.88
est,est,22736.64
et,e,12909.08
eu,y,686.78
eue,y,17.97
eues,y,3.7999999999999994
euh,2,108.86
eus,y,11.99
eut,y,14.290000000000001
eux,2,295.35
ex,ex,108.6
exac,Egzak,7.55
exam,Egzam,1.01
exau,Egzo,1.21
exer,EgzER,3.82
exi,Egzi,20.11
exis,Egzis,85.86
